taxid,name_old,name_new
1761384,Mycobacterium sp. DWMJ-515A1,Mycobacterium sp. DWMJ-515A1
1761385,Mycobacterium sp. DWMJ-516A1,Mycobacterium sp. DWMJ-516A1
1761386,Mycobacterium sp. DWMJ-533A1,Mycobacterium sp. DWMJ-533A1
1761387,Mycobacterium sp. DWMJ-539A1,Mycobacterium sp. DWMJ-539A1
1761388,Mycobacterium sp. DWMJ-539A2,Mycobacterium sp. DWMJ-539A2
1761389,Mycobacterium sp. DWMJ-539A3,Mycobacterium sp. DWMJ-539A3
1761390,Mycobacterium sp. DWMJ-551B1,Mycobacterium sp. DWMJ-551B1
1761391,Mycobacterium sp. DWMJ-569B1,Mycobacterium sp. DWMJ-569B1
1761392,Mycobacterium sp. DWMJ-569B2,Mycobacterium sp. DWMJ-569B2
1761393,Mycobacterium sp. DWMJ-605A1,Mycobacterium sp. DWMJ-605A1
1761394,Mycobacterium sp. DWMJ-611A1,Mycobacterium sp. DWMJ-611A1
1761395,Mycobacterium sp. DWMJ-628A1,Mycobacterium sp. DWMJ-628A1
1761396,Mycobacterium sp. DWMJ-628B1,Mycobacterium sp. DWMJ-628B1
1761397,Mycobacterium sp. DWMJ-628B2,Mycobacterium sp. DWMJ-628B2
1761398,Mycobacterium sp. DWMJ-701A1,Mycobacterium sp. DWMJ-701A1
1761399,Mycobacterium sp. DWMJ-701A2,Mycobacterium sp. DWMJ-701A2
1761400,Mycobacterium sp. DWMJ-731A1,Mycobacterium sp. DWMJ-731A1
1761401,Mycobacterium sp. DWMJ-766A1,Mycobacterium sp. DWMJ-766A1
1761402,Mycobacterium sp. DWMJ-796A1,Mycobacterium sp. DWMJ-796A1
1761403,Mycobacterium sp. DWMJ-796B1,Mycobacterium sp. DWMJ-796B1
1761404,Mycobacterium sp. DWMJ-796B2,Mycobacterium sp. DWMJ-796B2
1761405,Mycobacterium sp. DWMJ-797A1,Mycobacterium sp. DWMJ-797A1
1761406,Mycobacterium sp. DWMJ-797A2,Mycobacterium sp. DWMJ-797A2
1761407,Mycobacterium sp. DWMJ-797B1,Mycobacterium sp. DWMJ-797B1
1761408,Mycobacterium sp. DWMJ-797B2,Mycobacterium sp. DWMJ-797B2
1761409,Mycobacterium sp. DWMJ-809A1,Mycobacterium sp. DWMJ-809A1
1761410,Mycobacterium sp. DWMJ-809A2,Mycobacterium sp. DWMJ-809A2
1761411,Mycobacterium sp. DWMJ-809B1,Mycobacterium sp. DWMJ-809B1
1761412,Mycobacterium sp. DWMJ-809B2,Mycobacterium sp. DWMJ-809B2
1761413,Mycobacterium sp. DWMJ-833A1,Mycobacterium sp. DWMJ-833A1
1761414,Mycobacterium sp. DWMJ-850A1,Mycobacterium sp. DWMJ-850A1
1761415,Mycobacterium sp. DWMJ-850A2,Mycobacterium sp. DWMJ-850A2
1761416,Mycobacterium sp. DWMJ-850A3,Mycobacterium sp. DWMJ-850A3
1761417,Mycobacterium sp. DWMJ-868A1,Mycobacterium sp. DWMJ-868A1
1761418,Mycobacterium sp. DWMJ-868A2,Mycobacterium sp. DWMJ-868A2
1761419,Mycobacterium sp. DWMJ-868A3,Mycobacterium sp. DWMJ-868A3
1761420,Mycobacterium sp. DWMJ-868B1,Mycobacterium sp. DWMJ-868B1
1761421,Mycobacterium sp. DWMJ-868B2,Mycobacterium sp. DWMJ-868B2
1761422,Mycobacterium sp. DWMJ-869A1,Mycobacterium sp. DWMJ-869A1
1761423,Mycobacterium sp. DWMJ-869A2,Mycobacterium sp. DWMJ-869A2
1761424,Mycobacterium sp. DWMJ-875A1,Mycobacterium sp. DWMJ-875A1
1761425,Mycobacterium sp. DWMJ-892B1,Mycobacterium sp. DWMJ-892B1
1761426,Mycobacterium sp. DWMJ-899B1,Mycobacterium sp. DWMJ-899B1
1761427,Mycobacterium sp. DWMJ-904B1,Mycobacterium sp. DWMJ-904B1
1761428,Mycobacterium sp. DWMJ-904B2,Mycobacterium sp. DWMJ-904B2
1761429,Mycobacterium sp. DWMJ-910A1,Mycobacterium sp. DWMJ-910A1
1761430,Mycobacterium sp. DWMJ-910B2,Mycobacterium sp. DWMJ-910B2
1761431,Mycobacterium sp. DWMJ-917B1,Mycobacterium sp. DWMJ-917B1
1761432,Mycobacterium sp. DWMJ-917B2,Mycobacterium sp. DWMJ-917B2
1761433,Mycobacterium sp. DWMJ-917B3,Mycobacterium sp. DWMJ-917B3
1761434,Mycobacterium sp. DWMJ-935B1,Mycobacterium sp. DWMJ-935B1
1761435,Mycobacterium sp. DWMJ-935B2,Mycobacterium sp. DWMJ-935B2
1761436,Mycobacterium sp. DWMJ-941A1,Mycobacterium sp. DWMJ-941A1
1761437,Mycobacterium sp. DWMJ-953B1,Mycobacterium sp. DWMJ-953B1
1761438,Mycobacterium sp. DWMJ-964A1,Mycobacterium sp. DWMJ-964A1
1761439,Mycobacterium sp. DWMJ-964A2,Mycobacterium sp. DWMJ-964A2
1761440,Mycobacterium sp. DWMJ-983B1,Mycobacterium sp. DWMJ-983B1
1761810,Mycobacterium sp. 283mftsu,Mycobacterium sp. 283mftsu
1761811,Mycobacterium sp. 365mftsu,Mycobacterium sp. 365mftsu
1761812,Mycobacterium sp. 455mf,Mycobacterium sp. 455mf
1761813,Mycobacterium sp. 88mf,Mycobacterium sp. 88mf
1762962,Mycobacterium sp. M26,Mycobacterium sp. M26
1762990,Mycobacterium sp. FeAL8,Mycobacterium sp. FeAL8
1766878,Mycobacterium sp. soB15,Mycobacterium sp. soB15
1768813,Mycobacterium sp. S22,Mycobacterium sp. S22
1768814,Mycobacterium sp. S23,Mycobacterium sp. S23
1772274,Mycobacterium sp. GA-0227b,Mycobacterium sp. GA-0227b
1772275,Mycobacterium sp. GA-1999,Mycobacterium sp. GA-1999
1772276,Mycobacterium sp. IS-1556,Mycobacterium sp. IS-1556
1772277,Mycobacterium sp. IS-3022,Mycobacterium sp. IS-3022
1772282,Mycobacterium sp. GA-1285,Mycobacterium sp. GA-1285
1772283,Mycobacterium sp. GA-2829,Mycobacterium sp. GA-2829
1772284,Mycobacterium sp. IS-1496,Mycobacterium sp. IS-1496
1772285,Mycobacterium sp. IS-1742,Mycobacterium sp. IS-1742
1772286,Mycobacterium sp. IS-1590,Mycobacterium sp. IS-1590
1772287,Mycobacterium sp. GA-1199,Mycobacterium sp. GA-1199
1774588,Mycobacterium sp. JC432,Mycobacterium sp. JC432
1776085,Mycobacterium sp. M 101,Mycobacterium sp. M 101
1776086,Mycobacterium sp. M 129,Mycobacterium sp. M 129
1776087,Mycobacterium sp. M 131,Mycobacterium sp. M 131
1776088,Mycobacterium sp. M 59,Mycobacterium sp. M 59
1776089,Mycobacterium sp. M 78,Mycobacterium sp. M 78
1776090,Mycobacterium sp. M 81,Mycobacterium sp. M 81
1776091,Mycobacterium sp. M 82,Mycobacterium sp. M 82
1776092,Mycobacterium sp. M 98,Mycobacterium sp. M 98
1777058,Mycobacterium phage JenCasNa,Mycobacterium phage JenCasNa
1777060,Mycobacterium phage MkaliMitinis3,Mycobacterium phage MkaliMitinis3
1777062,Mycobacterium phage NaSiaTalie,Mycobacterium phage NaSiaTalie
1778010,Mycobacterium sp. KCC 83 PL,Mycobacterium sp. KCC 83 PL
1778011,Mycobacterium sp. KCC 94 PL,Mycobacterium sp. KCC 94 PL
1778012,Mycobacterium sp. KCC 97 C,Mycobacterium sp. KCC 97 C
1781216,Mycobacterium sp. 1026-2,Mycobacterium sp. 1026-2
1781217,Mycobacterium sp. 14045,Mycobacterium sp. 14045
1781218,Mycobacterium sp. 1838-5,Mycobacterium sp. 1838-5
1781219,Mycobacterium sp. 236,Mycobacterium sp. 236
1781220,Mycobacterium sp. 2462,Mycobacterium sp. 2462
1781221,Mycobacterium sp. 2591,Mycobacterium sp. 2591
1781222,Mycobacterium sp. 27486-1,Mycobacterium sp. 27486-1
1781223,Mycobacterium sp. 27486-12,Mycobacterium sp. 27486-12
1781224,Mycobacterium sp. 29630-14,Mycobacterium sp. 29630-14
1781225,Mycobacterium sp. 31509-3,Mycobacterium sp. 31509-3
1781226,Mycobacterium sp. 34028-3,Mycobacterium sp. 34028-3
1781227,Mycobacterium sp. 3582,Mycobacterium sp. 3582
1781228,Mycobacterium sp. 38640-9,Mycobacterium sp. 38640-9
1781229,Mycobacterium sp. 7300-1,Mycobacterium sp. 7300-1
1781230,Mycobacterium sp. 8115-1,Mycobacterium sp. 8115-1
1784843,Mycobacterium phage Weiss13,Mycobacterium phage Weiss13
1784939,Mycobacterium phage Glass,Mycobacterium phage Glass
1784956,Mycobacterium phage Bactobuster,Mycobacterium phage Bactobuster
1792149,Mycobacterium phage Dynamix,Mycobacterium phage Dynamix
1792228,Mycobacterium phage Marie,Mycobacterium phage Marie
1792253,Mycobacterium phage Catalina,Mycobacterium phage Catalina
1792835,Mycobacterium icosiumassiliensis,Mycolicibacter icosiumassiliensis
1792885,Mycobacterium sp. HPSRH4,Mycobacterium sp. HPSRH4
1794941,Mycobacterium sp. MO-2762,Mycobacterium sp. MO-2762
1794942,Mycobacterium sp. MO-3559,Mycobacterium sp. MO-3559
1794943,Mycobacterium sp. MO-4693,Mycobacterium sp. MO-4693
1795032,Mycobacterium virginiense,Mycolicibacter virginiensis
1799466,Mycobacterium sp. TP1-2,Mycobacterium sp. TP1-2
1805457,Mycobacterium phage Bipper,Mycobacterium phage Bipper
1805458,Mycobacterium phage Myxus,Mycobacterium phage Myxus
1805459,Mycobacterium phage Mulciber,Mycobacterium phage Mulciber
1805460,Mycobacterium phage McFly,Mycobacterium phage McFly
1806527,Mycobacterium sp. K11,Mycobacterium sp. K11
1807864,Mycobacterium sp. THI402,Mycobacterium sp. THI402
1807865,Mycobacterium sp. THI403,Mycobacterium sp. THI403
1807866,Mycobacterium sp. THI404,Mycobacterium sp. THI404
1807867,Mycobacterium sp. THI405,Mycobacterium sp. THI405
1811825,Mycobacterium sp. J916sw,Mycobacterium sp. J916sw
1812657,Mycobacterium sp. OAct721,Mycobacterium sp. OAct721
1815608,Mycobacterium phage Brocalys,Mycobacterium phage Brocalys
1815609,Mycobacterium phage TeardropMSU,Mycobacterium phage TeardropMSU
1815969,Mycobacterium phage Loser,Mycobacterium phage Loser
1815972,Mycobacterium phage ArcherNM,Mycobacterium phage ArcherNM
1818107,Mycobacterium phage Potter,Mycobacterium phage Potter
1818374,Mycobacterium phage Romney,Mycobacterium phage Romney
1820615,Mycobacterium sp. A11,Mycobacterium sp. A11
1820616,Mycobacterium sp. A12,Mycobacterium sp. A12
1820617,Mycobacterium sp. A14,Mycobacterium sp. A14
1820618,Mycobacterium sp. A16,Mycobacterium sp. A16
1820619,Mycobacterium sp. A3,Mycobacterium sp. A3
1820620,Mycobacterium sp. A4,Mycobacterium sp. A4
1820621,Mycobacterium sp. A6,Mycobacterium sp. A6
1821221,Mycobacterium phage Eidsmoe,Mycobacterium phage Eidsmoe
1821279,Mycobacterium phage Xerxes,Mycobacterium phage Xerxes
1821537,Mycobacterium phage Panchino,Mycobacterium phage Panchino
1821538,Mycobacterium phage Xeno,Mycobacterium phage Xeno
1821539,Mycobacterium phage SkinnyPete,Mycobacterium phage SkinnyPete
1821540,Mycobacterium phage Pipsqueaks,Mycobacterium phage Pipsqueaks
1821541,Mycobacterium phage Phrann,Mycobacterium phage Phrann
1821720,Mycobacterium phage Malinsilva,Mycobacterium phage Malinsilva
1821721,Mycobacterium phage Burger,Mycobacterium phage Burger
1821722,Mycobacterium phage ChipMunk,Mycobacterium phage ChipMunk
1821723,Mycobacterium phage EvilGenius,Mycobacterium phage EvilGenius
1821724,Mycobacterium phage Hercules11,Mycobacterium phage Hercules11
1821725,Mycobacterium phage Holli,Mycobacterium phage Holli
1821726,Mycobacterium phage Kazan,Mycobacterium phage Kazan
1821727,Mycobacterium phage Shipwreck,Mycobacterium phage Shipwreck
1834066,Mycobacterium sp. 1081908.1,Mycobacterium sp. 1081908.1
1834067,Mycobacterium sp. 1100029.7,Mycobacterium sp. 1100029.7
1834069,Mycobacterium sp. 1164985.4,Mycobacterium sp. 1164985.4
1834070,Mycobacterium sp. 1165178.9,Mycobacterium sp. 1165178.9
1834071,Mycobacterium sp. 1165196.3,Mycobacterium sp. 1165196.3
1834073,Mycobacterium sp. 1245111.1,Mycobacterium sp. 1245111.1
1834074,Mycobacterium sp. 1245499.0,Mycobacterium sp. 1245499.0
1834075,Mycobacterium sp. 1245801.1,Mycobacterium sp. 1245801.1
1834076,Mycobacterium sp. 1274756.6,Mycobacterium sp. 1274756.6
1834077,Mycobacterium sp. 1274761.0,Mycobacterium sp. 1274761.0
1834078,Mycobacterium sp. 1465703.0,Mycobacterium sp. 1465703.0
1834080,Mycobacterium sp. 1482268.1,Mycobacteriaceae bacterium 1482268.1
1834081,Mycobacterium sp. 1482292.6,Mycobacterium sp. 1482292.6
1834082,Mycobacterium sp. 1554424.7,Mycobacterium sp. 1554424.7
1834083,Mycobacterium sp. 852002-10029_SCH5224772,Mycobacterium sp. 852002-10029_SCH5224772
1834088,Mycobacterium sp. 852002-30065_SCH5024008,Mycobacterium sp. 852002-30065_SCH5024008
1834089,Mycobacterium sp. 852002-40037_SCH5390672,Mycobacterium sp. 852002-40037_SCH5390672
1834092,Mycobacterium sp. 852002-50816_SCH5313054-b,Mycobacterium sp. 852002-50816_SCH5313054-b
1834094,Mycobacterium sp. 852002-51057_SCH5723018,Mycobacterium sp. 852002-51057_SCH5723018
1834096,Mycobacterium sp. 852002-51152_SCH6134967,Mycobacterium sp. 852002-51152_SCH6134967
1834097,Mycobacterium sp. 852002-51163_SCH5372311,Mycobacterium sp. 852002-51163_SCH5372311
1834102,Mycobacterium sp. 852002-51558_SCH5263542,Mycobacterium sp. 852002-51558_SCH5263542
1834104,Mycobacterium sp. 852002-51613_SCH5001154,Mycobacterium sp. 852002-51613_SCH5001154
1834105,Mycobacterium sp. 852002-51961_SCH5331710,Mycobacterium sp. 852002-51961_SCH5331710
1834106,Mycobacterium sp. 852002-51971_SCH5477799-a,Mycobacterium sp. 852002-51971_SCH5477799-a
1834107,Mycobacterium sp. 852002-53434_SCH5985345,Mycobacterium sp. 852002-53434_SCH5985345
1834109,Mycobacterium sp. 852013-50091_SCH5140682,Mycobacterium sp. 852013-50091_SCH5140682
1834111,Mycobacterium sp. 852013-51886_SCH5428379,Mycobacterium sp. 852013-51886_SCH5428379
1834112,Mycobacterium sp. 852014-50255_SCH5639931,Mycobacterium sp. 852014-50255_SCH5639931
1834113,Mycobacterium sp. 852014-50958_SCH5696904,Mycobacterium sp. 852014-50958_SCH5696904
1834115,Mycobacterium sp. 852014-52144_SCH5372336,Mycobacterium sp. 852014-52144_SCH5372336
1834116,Mycobacterium sp. 852014-52450_SCH5900713,Mycobacterium sp. 852014-52450_SCH5900713
1834117,Mycobacterium sp. ACS1612,Mycobacterium sp. ACS1612
1834119,Mycobacterium sp. ACS4054,Mycobacterium sp. ACS4054
1834121,Mycobacterium sp. ACS4331,Mycobacterium sp. ACS4331
1834123,Mycobacterium sp. E1214,Mycobacterium sp. E1214
1834124,Mycobacterium sp. E1319,Mycobacterium sp. E1319
1834125,Mycobacterium sp. E136,Mycobacterium sp. E136
1834126,Mycobacterium sp. E1386,Mycobacterium sp. E1386
1834128,Mycobacterium sp. E1747,Mycobacterium sp. E1747
1834129,Mycobacterium sp. E183,Mycobacterium sp. E183
1834130,Mycobacterium sp. E188,Mycobacterium sp. E188
1834131,Mycobacterium sp. E2238,Mycobacterium sp. E2238
1834132,Mycobacterium sp. E2327,Mycobacterium sp. E2327
1834133,Mycobacterium sp. E2462,Mycobacterium sp. E2462
1834134,Mycobacterium sp. E2479,Mycobacterium sp. E2479
1834135,Mycobacterium sp. E2497,Mycobacterium sp. E2497
1834137,Mycobacterium sp. E2699,Mycobacterium sp. E2699
1834138,Mycobacterium sp. E2733,Mycobacterium sp. E2733
1834140,Mycobacterium sp. E2989,Mycobacterium sp. E2989
1834143,Mycobacterium sp. E3198,Mycobacterium sp. E3198
1834144,Mycobacterium sp. E3251,Mycobacterium sp. E3251
1834145,Mycobacterium sp. E3305,Mycobacterium sp. E3305
1834146,Mycobacterium sp. E3339,Mycobacterium sp. E3339
1834147,Mycobacterium sp. E342,Mycobacterium sp. E342
1834148,Mycobacterium sp. E735,Mycobacterium sp. E735
1834149,Mycobacterium sp. E740,Mycobacterium sp. E740
1834150,Mycobacterium sp. E787,Mycobacterium sp. E787
1834151,Mycobacterium sp. E796,Mycobacterium sp. E796
1834152,Mycobacterium sp. E802,Mycobacterium sp. E802
1834154,Mycobacterium sp. GA-1841,Mycobacterium sp. GA-1841
1834157,Mycobacterium sp. ICS2150,Mycobacterium sp. ICS2150
1834158,Mycobacterium sp. IS-1264,Mycobacterium sp. IS-1264
1834159,Mycobacterium sp. IS-2888,Mycobacterium sp. IS-2888
1834160,Mycobacterium sp. IS-836,Mycobacterium sp. IS-836
1834161,Mycobacterium sp. NS-7484,Mycobacterium sp. NS-7484
1834162,Mycobacterium sp. SP-6446,Mycobacterium sp. SP-6446
1836530,Mycobacterium sp. 12-6-S-1-1,Mycobacterium sp. 12-6-S-1-1
1836531,Mycobacterium sp. 12-6-S-1-3,Mycobacterium sp. 12-6-S-1-3
1836532,Mycobacterium sp. KAU-12-5-S-1-1,Mycobacterium sp. KAU-12-5-S-1-1
1837841,Mycobacterium phage Loadrie,Mycobacterium phage Loadrie
1841859,Mycobacterium sp. AB308,Mycobacterium terramassiliense
1841860,Mycobacterium sp. AB57,Mycobacterium rhizamassiliense
1841861,Mycobacterium sp. AB215,Mycobacterium numidiamassiliense
1844474,Mycobacterium mungi,Mycobacterium mungi
1844675,Mycobacterium sp. ZJ0902B97,Mycobacterium sp. ZJ0902B97
1849924,Mycobacterium sp. CON39-17,Mycobacterium sp. CON39-17
1852567,Mycobacterium phage Gattaca,Mycobacterium phage Gattaca
1853448,Mycobacterium sp. OTB12,Mycobacterium sp. OTB12
1853449,Mycobacterium sp. OTB62,Mycobacterium sp. OTB62
1853450,Mycobacterium sp. OTB64,Mycobacterium sp. OTB64
1853451,Mycobacterium sp. OTB67,Mycobacterium sp. OTB67
1853452,Mycobacterium sp. OTB74,Mycobacterium sp. OTB74
1854636,Mycobacterium sp. SX2R5S16,Mycobacterium sp. SX2R5S16
1855656,Mycobacterium sp. D16R24,Mycobacterium sp. D16R24
1855657,Mycobacterium sp. D16Q13,Mycobacterium sp. D16Q13
1855658,Mycobacterium sp. D16Q14,Mycobacterium sp. D16Q14
1855659,Mycobacterium sp. D16Q16,Mycobacterium sp. D16Q16
1855660,Mycobacterium sp. D16Q20,Mycobacterium sp. D16Q20
1855661,Mycobacterium sp. D17A2,Mycobacterium sp. D17A2
1855662,Mycobacterium sp. D16R12,Mycobacterium sp. D16R12
1855663,Mycobacterium sp. D16R18,Mycobacterium sp. D16R18
1855664,Mycobacterium sp. 96-892,Mycobacterium sp. 96-892
1856085,Mycobacterium sp. DS1326,Mycobacterium sp. DS1326
1856859,Mycobacterium sp. 1423905.2,Mycobacterium sp. 1423905.2
1856860,Mycobacterium sp. 1245852.3,Mycobacterium sp. 1245852.3
1856861,Mycobacterium sp. 1164966.3,Mycobacterium sp. 1164966.3
1856862,Mycobacterium sp. 1245805.9,Mycobacterium sp. 1245805.9
1856863,Mycobacterium sp. E1715,Mycobacterium sp. E1715
1856864,Mycobacterium sp. E3247,Mycobacterium sp. E3247
1856865,Mycobacterium sp. E3298,Mycobacterium sp. E3298
1856866,Mycobacterium sp. 852002-51759_SCH5129042,Mycobacterium sp. 852002-51759_SCH5129042
1858710,Mycobacterium sp. QZS4_11,Mycobacterium sp. QZS4_11
1858794,Mycobacterium talmoniae,Mycobacterium talmoniae
1862522,Mycobacterium sp. STS44,Mycobacterium sp. STS44
1862523,Mycobacterium sp. STS69,Mycobacterium sp. STS69
1866619,Mycobacterium sp. PAP1-10_Pa,Mycobacterium sp. PAP1-10_Pa
1866620,Mycobacterium sp. PAP1-12_Pa,Mycobacterium sp. PAP1-12_Pa
1866621,Mycobacterium sp. PAP1-13_Pa,Mycobacterium sp. PAP1-13_Pa
1866622,Mycobacterium sp. PAP1-15_Pa,Mycobacterium sp. PAP1-15_Pa
1866623,Mycobacterium sp. PAP1-19_Pa,Mycobacterium sp. PAP1-19_Pa
1866624,Mycobacterium sp. PAP3-12_Pa,Mycobacterium sp. PAP3-12_Pa
1866625,Mycobacterium sp. PAP3-13_Pa,Mycobacterium sp. PAP3-13_Pa
1866626,Mycobacterium sp. PAP3-17_Pa,Mycobacterium sp. PAP3-17_Pa
1866627,Mycobacterium sp. PAP3-18_Pa,Mycobacterium sp. PAP3-18_Pa
1866628,Mycobacterium sp. PAP3-9_Pa,Mycobacterium sp. PAP3-9_Pa
1866629,Mycobacterium sp. TCA3-9_Pa,Mycobacterium sp. TCA3-9_Pa
1866630,Mycobacterium sp. TOB2-13_Pa,Mycobacterium sp. TOB2-13_Pa
1866885,Mycobacterium fortuitum complex,Mycolicibacterium
1866905,Mycobacterium sp. (ex Dasyatis americana),Mycolicibacterium sp. (ex Dasyatis americana)
1867256,Mycobacterium sp. QGD 101,Mycobacterium sp. QGD 101
1868188,Mycobacterium sp. B1.15.2,Mycobacterium sp. B1.15.2
1868189,Mycobacterium sp. B1.39.2,Mycobacterium sp. B1.39.2
1868190,Mycobacterium sp. B1.4.2,Mycobacterium sp. B1.4.2
1871904,Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 47,Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 47
1871905,Mycobacterium tuberculosis complex sp. (ex Suricata suricatta) 48,Mycobacterium tuberculosis complex sp. (ex Suricata suricatta) 48
1871906,Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 49,Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 49
1871907,Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 50,Mycobacterium tuberculosis complex sp. (ex Procavia capensis) 50
1872689,Mycobacterium phage BruceB,Mycobacterium phage BruceB
1873449,Mycobacterium phage Wilbur,Mycobacterium phage Wilbur
1873696,Mycobacterium phage Gardann,Mycobacterium phage Gardann
1873697,Mycobacterium phage Aglet,Mycobacterium phage Aglet
1873887,Mycobacterium phage Sneeze,Mycobacterium phage Sneeze
1873888,Mycobacterium phage Littleton,Mycobacterium phage Littleton
1873889,Mycobacterium phage Makemake,Mycobacterium phage Makemake
1873890,Mycobacterium phage PhatCats2014,Mycobacterium phage PhatCats2014
1873891,Mycobacterium phage Papez,Mycobacterium phage Papez
1873892,Mycobacterium phage BuzzBuzz,Mycobacterium phage BuzzBuzz
1873895,Mycobacterium phage Gompeii16,Mycobacterium phage Gompeii16
1873903,Mycobacterium phage Bircsak,Mycobacterium phage Bircsak
1873950,Mycobacterium phage Penny1,Mycobacterium phage Penny1
1873989,Mycobacterium phage ToneTone,Mycobacterium phage ToneTone
1874015,Mycobacterium phage Laurie,Mycobacterium phage Laurie
1879023,Mycobacterium sp. djl-10,Mycobacterium sp. djl-10
1881139,Mycobacterium phage LittleGuy,Mycobacterium phage LittleGuy
1881140,Mycobacterium phage Badger,Mycobacterium phage Badger
1881141,Mycobacterium phage Magnito,Mycobacterium phage Magnito
1882219,Mycobacterium sp. PO1,Mycobacterium sp. PO1
1882220,Mycobacterium sp. PO2,Mycobacterium sp. PO2
1882439,Mycobacterium phage Fortunato,Mycobacterium phage Fortunato
1882465,Mycobacterium phage Jane,Mycobacterium phage Jane
1891703,Mycobacterium phage Tonenili,Mycobacterium phage Tonenili
1891963,Mycobacterium phage Gengar,Mycobacterium phage Gengar
1897424,Mycobacterium phage TBond007,Mycobacterium phage TBond007
1897425,Mycobacterium phage Bigfoot,Mycobacterium phage Bigfoot
1897426,Mycobacterium phage Pinkman,Mycobacterium phage Pinkman
1897432,Mycobacterium phage Erdmann,Mycobacterium phage Erdmann
1897433,Mycobacterium phage Yucca,Mycobacterium phage Yucca
1897435,Mycobacterium phage Gabriel,Mycobacterium phage Gabriel
1897438,Mycobacterium phage PhancyPhin,Mycobacterium phage PhancyPhin
1897439,Mycobacterium phage Jaan,Mycobacterium phage Jaan
1897440,Mycobacterium phage Kerberos,Mycobacterium phage Kerberos
1897445,Mycobacterium phage Marcoliusprime,Mycobacterium phage Marcoliusprime
1897448,Mycobacterium phage Baehexic,Mycobacterium phage Baehexic
1897449,Mycobacterium phage CactusRose,Mycobacterium phage CactusRose
1897479,Mycobacterium phage Held,Mycobacterium phage Held
1897480,Mycobacterium phage Daffy,Mycobacterium phage Daffy
1897482,Mycobacterium phage Mana,Mycobacterium phage Mana
1897483,Mycobacterium phage Florean,Mycobacterium phage Florean
1897484,Mycobacterium phage Qobbit,Mycobacterium phage Qobbit
1897486,Mycobacterium phage BabyRay,Mycobacterium phage BabyRay
1897487,Mycobacterium phage Phaeder,Mycobacterium phage Phaeder
1897489,Mycobacterium phage Watson,Mycobacterium phage Watson
1897490,Mycobacterium phage Todacoro,Mycobacterium phage Todacoro
1897491,Mycobacterium phage MitKao,Mycobacterium phage MitKao
1897496,Mycobacterium phage Margo,Mycobacterium phage Margo
1897497,Mycobacterium phage Tortellini,Mycobacterium phage Tortellini
1897498,Mycobacterium phage Zombie,Mycobacterium phage Zombie
1897499,Mycobacterium phage Cocoaberry,Mycobacterium phage Cocoaberry
1897500,Mycobacterium phage Taquito,Mycobacterium phage Taquito
1897501,Mycobacterium phage Kersh,Mycobacterium phage Kersh
1897503,Mycobacterium phage Jerm,Mycobacterium phage Jerm
1897504,Mycobacterium phage Roosevelt,Mycobacterium phage Roosevelt
1897505,Mycobacterium phage Pharsalus,Mycobacterium phage Pharsalus
1897506,Mycobacterium phage Zakai,Mycobacterium phage Zakai
1897507,Mycobacterium phage Wilder,Mycobacterium phage Wilder
1897516,Mycobacterium phage HedwigODU,Mycobacterium phage HedwigODU
1897517,Mycobacterium phage HortumSL17,Mycobacterium phage HortumSL17
1897518,Mycobacterium phage Waterfoul,Mycobacterium phage Waterfoul
1897523,Mycobacterium phage Louie6,Mycobacterium phage Louie6
1897528,Mycobacterium phage Lego3393,Mycobacterium phage Lego3393
1897540,Mycobacterium phage Mundrea,Mycobacterium phage Mundrea
1897542,Mycobacterium phage PacerPaul,Mycobacterium phage PacerPaul
1897543,Mycobacterium phage Pomar16,Mycobacterium phage Pomar16
1897544,Mycobacterium phage Isiphiwo,Mycobacterium phage Isiphiwo
1897545,Mycobacterium phage Kalpine,Mycobacterium phage Kalpine
1897546,Mycobacterium phage LindNT,Mycobacterium phage LindNT
1897547,Mycobacterium phage Nazo,Mycobacterium phage Nazo
1897548,Mycobacterium phage Stasia,Mycobacterium phage Stasia
1897549,Mycobacterium phage Taheera,Mycobacterium phage Taheera
1897550,Mycobacterium phage Terror,Mycobacterium phage Terror
1897552,Mycobacterium phage Iridoclysis,Mycobacterium phage Iridoclysis
1897764,Mycobacterium phage CharlieGBrown,Mycobacterium phage CharlieGBrown
1897765,Mycobacterium phage Derpp,Mycobacterium phage Derpp
1897766,Mycobacterium phage DudeLittle,Mycobacterium phage DudeLittle
1897767,Mycobacterium phage FriarPreacher,Mycobacterium phage FriarPreacher
1897768,Mycobacterium phage TyrionL,Mycobacterium phage TyrionL
1897769,Mycobacterium phage WillSterrel,Mycobacterium phage WillSterrel
1897770,Mycobacterium phage Gruunaga,Mycobacterium phage Gruunaga
1906944,Mycobacterium phage Goldilocks,Mycobacterium phage Goldilocks
1908205,Mycobacterium sp. 27335,Mycobacterium syngnathidarum
1909685,Mycobacterium sp. CDMC,Mycobacterium sp. CDMC
1909689,Mycobacterium sp. CDMH,Mycobacterium sp. CDMH
1912975,Mycobacterium phage DarthPhader,Mycobacterium phage DarthPhader
1912976,Mycobacterium phage DrHayes,Mycobacterium phage DrHayes
